,HomeTeam,AwayTeam,B365H,B365D,B365A,FTR
0,Borussia Dortmund,Werder Bremen,1.3,5.5,9.0,0
1,VfB Stuttgart,VfL Wolfsburg,2.0,3.5,3.6,2
2,FC Augsburg,Fortuna Düsseldorf,2.0,3.5,3.6,2
3,Eintracht Frankfurt,Bayer Leverkusen,2.8,3.4,2.4,0
4,SC Freiburg,1. FSV Mainz 05,2.5,3.3,2.75,1
5,SpVgg Greuther Fürth,Bayern München,8.5,4.75,1.36,2
6,Hamburger SV,1. FC Nürnberg,2.05,3.4,3.5,2
7,Borussia Mönchengladbach,TSG 1899 Hoffenheim,1.91,3.4,4.0,0
8,Hannover 96,FC Schalke 04,2.88,3.4,2.38,1
9,1. FSV Mainz 05,SpVgg Greuther Fürth,1.8,3.5,4.5,2
10,Fortuna Düsseldorf,Borussia Mönchengladbach,2.9,3.3,2.4,1
11,TSG 1899 Hoffenheim,Eintracht Frankfurt,2.05,3.4,3.5,2
12,Bayer Leverkusen,SC Freiburg,1.57,4.0,5.5,0
13,1. FC Nürnberg,Borussia Dortmund,6.0,4.0,1.55,1
14,FC Schalke 04,FC Augsburg,1.36,4.75,8.5,0
15,Werder Bremen,Hamburger SV,1.73,3.75,4.5,0
16,Bayern München,VfB Stuttgart,1.25,6.0,11.0,0
17,VfL Wolfsburg,Hannover 96,1.95,3.5,3.75,2
18,FC Augsburg,VfL Wolfsburg,2.7,3.4,2.5,1
19,VfB Stuttgart,Fortuna Düsseldorf,1.62,3.8,5.5,1
20,Borussia Mönchengladbach,1. FC Nürnberg,2.0,3.4,3.75,2
21,Hannover 96,Werder Bremen,2.3,3.4,3.0,0
22,SpVgg Greuther Fürth,FC Schalke 04,3.75,3.5,1.95,2
23,Bayern München,1. FSV Mainz 05,1.17,7.0,15.0,0
24,Borussia Dortmund,Bayer Leverkusen,1.44,4.33,7.0,0
25,Eintracht Frankfurt,Hamburger SV,2.0,3.4,3.75,0
26,SC Freiburg,TSG 1899 Hoffenheim,2.4,3.4,2.8,0
27,1. FC Nürnberg,Eintracht Frankfurt,2.1,3.4,3.4,2
28,Fortuna Düsseldorf,SC Freiburg,2.15,3.4,3.3,1
29,Hamburger SV,Borussia Dortmund,5.25,4.2,1.57,0
30,1. FSV Mainz 05,FC Augsburg,1.73,3.6,4.75,0
31,FC Schalke 04,Bayern München,4.0,3.4,1.91,2
32,VfL Wolfsburg,SpVgg Greuther Fürth,1.8,3.75,4.2,1
33,TSG 1899 Hoffenheim,Hannover 96,2.5,3.4,2.7,0
34,Bayer Leverkusen,Borussia Mönchengladbach,1.91,3.6,3.8,1
35,Werder Bremen,VfB Stuttgart,1.91,3.6,3.75,1
36,FC Schalke 04,1. FSV Mainz 05,1.57,3.8,6.0,0
37,SpVgg Greuther Fürth,Fortuna Düsseldorf,2.15,3.25,3.5,2
38,Eintracht Frankfurt,Borussia Dortmund,4.2,3.75,1.8,1
39,Bayern München,VfL Wolfsburg,1.2,6.5,13.0,0
40,FC Augsburg,Bayer Leverkusen,3.2,3.3,2.25,2
41,SC Freiburg,Werder Bremen,2.5,3.4,2.7,2
42,Hannover 96,1. FC Nürnberg,2.1,3.4,3.4,0
43,Borussia Mönchengladbach,Hamburger SV,1.91,3.5,4.0,1
44,VfB Stuttgart,TSG 1899 Hoffenheim,1.83,3.75,4.0,2
45,Fortuna Düsseldorf,FC Schalke 04,4.33,3.5,1.83,1
46,Werder Bremen,Bayern München,6.0,4.0,1.53,2
47,1. FC Nürnberg,VfB Stuttgart,2.3,3.4,3.0,2
48,Bayer Leverkusen,SpVgg Greuther Fürth,1.44,4.33,7.0,0
49,Hamburger SV,Hannover 96,2.3,3.4,3.0,0
50,Borussia Dortmund,Borussia Mönchengladbach,1.36,4.5,9.0,0
51,TSG 1899 Hoffenheim,FC Augsburg,1.75,3.75,4.5,1
52,Eintracht Frankfurt,SC Freiburg,1.75,3.75,4.5,0
53,VfL Wolfsburg,1. FSV Mainz 05,2.1,3.4,3.4,2
54,FC Augsburg,Werder Bremen,2.9,3.5,2.3,0
55,FC Schalke 04,VfL Wolfsburg,1.4,4.5,8.0,0
56,1. FSV Mainz 05,Fortuna Düsseldorf,1.83,3.5,4.33,0
57,SC Freiburg,1. FC Nürnberg,2.1,3.5,3.3,0
58,Bayern München,TSG 1899 Hoffenheim,1.14,7.5,17.0,0
59,SpVgg Greuther Fürth,Hamburger SV,2.7,3.4,2.5,2
60,Hannover 96,Borussia Dortmund,5.0,3.75,1.67,1
61,Borussia Mönchengladbach,Eintracht Frankfurt,2.25,3.5,3.0,0
62,VfB Stuttgart,Bayer Leverkusen,2.4,3.5,2.75,1
63,TSG 1899 Hoffenheim,SpVgg Greuther Fürth,1.83,3.6,4.2,1
64,Fortuna Düsseldorf,Bayern München,11.0,5.0,1.29,2
65,Borussia Dortmund,FC Schalke 04,1.62,4.0,5.0,2
66,Eintracht Frankfurt,Hannover 96,2.1,3.5,3.3,0
67,Bayer Leverkusen,1. FSV Mainz 05,1.67,3.8,5.0,1
68,Werder Bremen,Borussia Mönchengladbach,2.1,3.4,3.4,0
69,VfL Wolfsburg,SC Freiburg,2.25,3.4,3.1,2
70,Hamburger SV,VfB Stuttgart,2.25,3.4,3.1,2
71,1. FC Nürnberg,FC Augsburg,2.0,3.5,3.6,1
72,FC Augsburg,Hamburger SV,2.38,3.4,2.88,2
73,FC Schalke 04,1. FC Nürnberg,1.3,5.5,9.0,0
74,1. FSV Mainz 05,TSG 1899 Hoffenheim,2.0,3.5,3.6,0
75,SpVgg Greuther Fürth,Werder Bremen,2.6,3.4,2.6,1
76,SC Freiburg,Borussia Dortmund,5.5,3.75,1.62,2
77,Fortuna Düsseldorf,VfL Wolfsburg,2.3,3.3,3.1,2
78,Bayern München,Bayer Leverkusen,1.22,6.0,13.0,2
79,Hannover 96,Borussia Mönchengladbach,1.91,3.6,3.8,2
80,VfB Stuttgart,Eintracht Frankfurt,2.1,3.5,3.3,0
81,Eintracht Frankfurt,SpVgg Greuther Fürth,1.6,4.0,5.25,1
82,1. FC Nürnberg,VfL Wolfsburg,2.5,3.4,2.7,0
83,Borussia Mönchengladbach,SC Freiburg,2.25,3.25,3.2,1
84,TSG 1899 Hoffenheim,FC Schalke 04,4.33,3.6,1.8,0
85,Hannover 96,FC Augsburg,1.7,3.75,4.75,0
86,Hamburger SV,Bayern München,7.5,5.0,1.36,2
87,Borussia Dortmund,VfB Stuttgart,1.33,5.0,9.0,1
88,Bayer Leverkusen,Fortuna Düsseldorf,1.44,4.33,7.0,0
89,Werder Bremen,1. FSV Mainz 05,2.0,3.5,3.6,0
90,1. FSV Mainz 05,1. FC Nürnberg,1.8,3.5,4.5,0
91,FC Schalke 04,Werder Bremen,1.44,4.5,7.0,0
92,SC Freiburg,Hamburger SV,2.0,3.5,3.6,1
93,Fortuna Düsseldorf,TSG 1899 Hoffenheim,2.75,3.3,2.5,1
94,Bayern München,Eintracht Frankfurt,1.17,7.0,16.0,0
95,FC Augsburg,Borussia Dortmund,6.5,4.1,1.5,2
96,SpVgg Greuther Fürth,Borussia Mönchengladbach,2.6,3.25,2.7,2
97,VfB Stuttgart,Hannover 96,2.0,3.5,3.6,2
98,VfL Wolfsburg,Bayer Leverkusen,3.1,3.5,2.2,0
99,1. FC Nürnberg,Bayern München,10.0,5.5,1.29,1
100,Borussia Mönchengladbach,VfB Stuttgart,2.38,3.4,2.88,2
101,Bayer Leverkusen,FC Schalke 04,2.63,3.5,2.5,0
102,Hannover 96,SC Freiburg,2.1,3.4,3.4,2
103,Hamburger SV,1. FSV Mainz 05,2.4,3.4,2.8,0
104,Eintracht Frankfurt,FC Augsburg,1.73,3.75,4.5,0
105,Borussia Dortmund,SpVgg Greuther Fürth,1.17,7.0,15.0,0
106,TSG 1899 Hoffenheim,VfL Wolfsburg,2.25,3.4,3.1,2
107,Werder Bremen,Fortuna Düsseldorf,1.53,4.1,6.0,0
108,Fortuna Düsseldorf,Hamburger SV,3.0,3.25,2.38,0
109,FC Schalke 04,Eintracht Frankfurt,1.5,4.33,6.0,1
110,1. FSV Mainz 05,Borussia Dortmund,5.5,3.75,1.62,2
111,VfL Wolfsburg,Werder Bremen,2.25,3.4,3.1,1
112,Bayern München,Hannover 96,1.17,7.0,15.0,0
113,SpVgg Greuther Fürth,1. FC Nürnberg,2.5,3.3,2.75,1
114,FC Augsburg,Borussia Mönchengladbach,2.38,3.25,3.0,1
115,SC Freiburg,VfB Stuttgart,2.2,3.5,3.1,0
116,TSG 1899 Hoffenheim,Bayer Leverkusen,3.1,3.4,2.25,2
117,Hamburger SV,FC Schalke 04,4.5,3.5,1.8,0
118,Hannover 96,SpVgg Greuther Fürth,1.62,4.0,5.0,0
119,Borussia Dortmund,Fortuna Düsseldorf,1.13,8.0,19.0,1
120,Eintracht Frankfurt,1. FSV Mainz 05,2.1,3.4,3.4,2
121,SC Freiburg,Bayern München,8.0,4.75,1.36,2
122,Borussia Mönchengladbach,VfL Wolfsburg,2.38,3.4,2.88,0
123,1. FC Nürnberg,TSG 1899 Hoffenheim,2.3,3.4,3.0,0
124,VfB Stuttgart,FC Augsburg,1.6,4.0,5.25,0
125,Werder Bremen,Bayer Leverkusen,2.6,3.5,2.55,2
126,Fortuna Düsseldorf,Eintracht Frankfurt,2.88,3.4,2.38,0
127,FC Schalke 04,Borussia Mönchengladbach,1.44,4.5,6.5,1
128,Bayer Leverkusen,1. FC Nürnberg,1.5,4.33,6.0,0
129,1. FSV Mainz 05,Hannover 96,2.0,3.5,3.6,0
130,Bayern München,Borussia Dortmund,1.75,3.8,4.33,1
131,FC Augsburg,SC Freiburg,2.5,3.3,2.75,1
132,SpVgg Greuther Fürth,VfB Stuttgart,3.0,3.4,2.3,2
133,TSG 1899 Hoffenheim,Werder Bremen,2.6,3.3,2.63,2
134,VfL Wolfsburg,Hamburger SV,1.91,3.6,3.75,1
135,Hamburger SV,TSG 1899 Hoffenheim,2.0,3.5,3.75,0
136,VfB Stuttgart,FC Schalke 04,3.1,3.4,2.25,0
137,SC Freiburg,SpVgg Greuther Fürth,1.7,3.6,5.0,0
138,1. FC Nürnberg,Fortuna Düsseldorf,1.91,3.3,4.2,0
139,Borussia Dortmund,VfL Wolfsburg,1.29,5.5,10.0,2
140,FC Augsburg,Bayern München,10.0,5.5,1.29,2
141,Eintracht Frankfurt,Werder Bremen,2.4,3.5,2.8,0
142,Hannover 96,Bayer Leverkusen,2.8,3.5,2.4,0
143,Borussia Mönchengladbach,1. FSV Mainz 05,2.4,3.3,2.9,0
144,Bayern München,Borussia Mönchengladbach,1.14,7.5,17.0,1
145,VfL Wolfsburg,Eintracht Frankfurt,2.1,3.5,3.3,2
146,Fortuna Düsseldorf,Hannover 96,2.75,3.3,2.5,0
147,SpVgg Greuther Fürth,FC Augsburg,2.38,3.2,3.0,1
148,Bayer Leverkusen,Hamburger SV,1.6,4.0,5.25,0
149,1. FSV Mainz 05,VfB Stuttgart,2.25,3.4,3.1,0
150,FC Schalke 04,SC Freiburg,1.67,3.75,5.0,2
151,TSG 1899 Hoffenheim,Borussia Dortmund,7.0,4.33,1.44,2
152,Werder Bremen,1. FC Nürnberg,1.83,4.0,3.75,1
153,FC Schalke 04,Hannover 96,1.67,3.8,5.0,0
154,Bayern München,SpVgg Greuther Fürth,1.1,10.0,19.0,0
155,TSG 1899 Hoffenheim,Borussia Mönchengladbach,2.38,3.4,2.9,1
156,Bayer Leverkusen,Eintracht Frankfurt,1.67,4.0,4.75,0
157,1. FSV Mainz 05,SC Freiburg,2.2,3.25,3.3,1
158,Werder Bremen,Borussia Dortmund,5.0,3.75,1.67,2
159,VfL Wolfsburg,VfB Stuttgart,2.1,3.5,3.3,0
160,Fortuna Düsseldorf,FC Augsburg,2.3,3.3,3.1,2
161,1. FC Nürnberg,Hamburger SV,2.3,3.2,3.2,1
162,Borussia Dortmund,1. FC Nürnberg,1.18,6.5,15.0,0
163,Borussia Mönchengladbach,Fortuna Düsseldorf,1.62,3.8,5.5,0
164,Hannover 96,VfL Wolfsburg,2.1,3.5,3.3,0
165,SpVgg Greuther Fürth,1. FSV Mainz 05,3.1,3.3,2.3,2
166,FC Augsburg,FC Schalke 04,3.6,3.5,2.0,1
167,Eintracht Frankfurt,TSG 1899 Hoffenheim,1.95,3.6,3.6,0
168,SC Freiburg,Bayer Leverkusen,2.75,3.3,2.5,1
169,Hamburger SV,Werder Bremen,2.38,3.5,2.8,0
170,VfB Stuttgart,Bayern München,8.0,4.5,1.4,2
171,Werder Bremen,Hannover 96,1.85,3.8,3.8,0
172,FC Schalke 04,SpVgg Greuther Fürth,1.33,5.0,9.0,2
173,VfL Wolfsburg,FC Augsburg,1.83,3.5,4.33,1
174,1. FSV Mainz 05,Bayern München,8.0,4.5,1.4,2
175,Fortuna Düsseldorf,VfB Stuttgart,3.2,3.25,2.25,0
176,Hamburger SV,Eintracht Frankfurt,2.3,3.4,3.0,2
177,TSG 1899 Hoffenheim,SC Freiburg,2.5,3.3,2.75,0
178,Bayer Leverkusen,Borussia Dortmund,3.3,3.5,2.1,2
179,1. FC Nürnberg,Borussia Mönchengladbach,2.4,3.2,3.0,0
180,VfB Stuttgart,Werder Bremen,2.25,3.5,3.0,2
181,Borussia Mönchengladbach,Bayer Leverkusen,3.1,3.4,2.25,1
182,SpVgg Greuther Fürth,VfL Wolfsburg,2.88,3.3,2.4,2
183,Hannover 96,TSG 1899 Hoffenheim,2.2,3.4,3.2,0
184,Borussia Dortmund,Hamburger SV,1.25,6.0,10.0,2
185,Bayern München,FC Schalke 04,1.25,5.5,12.0,0
186,Eintracht Frankfurt,1. FC Nürnberg,1.83,3.5,4.33,1
187,FC Augsburg,1. FSV Mainz 05,2.6,3.2,2.75,1
188,SC Freiburg,Fortuna Düsseldorf,1.62,3.75,5.5,0
189,VfL Wolfsburg,Bayern München,7.0,4.75,1.4,2
190,1. FSV Mainz 05,FC Schalke 04,2.25,3.4,3.1,1
191,Werder Bremen,SC Freiburg,2.0,3.5,3.6,2
192,Bayer Leverkusen,FC Augsburg,1.5,4.1,6.5,0
193,Borussia Dortmund,Eintracht Frankfurt,1.4,4.75,7.5,0
194,Fortuna Düsseldorf,SpVgg Greuther Fürth,2.3,3.2,3.2,0
195,Hamburger SV,Borussia Mönchengladbach,1.91,3.5,4.0,0
196,TSG 1899 Hoffenheim,VfB Stuttgart,2.25,3.4,3.1,2
197,1. FC Nürnberg,Hannover 96,2.0,3.4,3.75,1
198,SC Freiburg,Eintracht Frankfurt,2.05,3.4,3.5,1
199,FC Augsburg,TSG 1899 Hoffenheim,2.1,3.2,3.6,0
200,Bayern München,Werder Bremen,1.17,7.0,15.0,0
201,Hannover 96,Hamburger SV,2.5,3.4,2.7,0
202,FC Schalke 04,Fortuna Düsseldorf,1.44,4.33,7.0,0
203,VfB Stuttgart,1. FC Nürnberg,2.1,3.4,3.4,1
204,1. FSV Mainz 05,VfL Wolfsburg,2.0,3.4,3.75,1
205,SpVgg Greuther Fürth,Bayer Leverkusen,4.75,3.6,1.75,1
206,Borussia Mönchengladbach,Borussia Dortmund,5.0,4.0,1.62,1
207,Eintracht Frankfurt,Borussia Mönchengladbach,2.0,3.4,3.75,2
208,1. FC Nürnberg,SC Freiburg,2.6,3.25,2.75,1
209,Werder Bremen,FC Augsburg,1.83,3.75,4.0,2
210,VfL Wolfsburg,FC Schalke 04,2.6,3.3,2.63,2
211,Bayer Leverkusen,VfB Stuttgart,1.53,4.33,5.5,0
212,Borussia Dortmund,Hannover 96,1.3,5.25,9.5,0
213,Hamburger SV,SpVgg Greuther Fürth,1.62,3.75,5.5,1
214,Fortuna Düsseldorf,1. FSV Mainz 05,3.0,3.2,2.4,1
215,TSG 1899 Hoffenheim,Bayern München,12.0,5.5,1.25,2
216,FC Augsburg,1. FC Nürnberg,2.1,3.3,3.5,2
217,Bayern München,Fortuna Düsseldorf,1.1,9.0,21.0,0
218,SC Freiburg,VfL Wolfsburg,1.91,3.5,4.0,2
219,SpVgg Greuther Fürth,TSG 1899 Hoffenheim,2.5,3.3,2.75,2
220,1. FSV Mainz 05,Bayer Leverkusen,3.1,3.3,2.3,0
221,Borussia Mönchengladbach,Werder Bremen,2.2,3.4,3.2,1
222,FC Schalke 04,Borussia Dortmund,3.5,3.6,2.0,0
223,Hannover 96,Eintracht Frankfurt,2.3,3.5,2.9,1
224,VfB Stuttgart,Hamburger SV,2.25,3.4,3.1,2
225,VfL Wolfsburg,Fortuna Düsseldorf,1.8,3.5,4.5,1
226,1. FC Nürnberg,FC Schalke 04,3.1,3.4,2.25,0
227,Bayer Leverkusen,Bayern München,4.2,3.75,1.8,2
228,Werder Bremen,SpVgg Greuther Fürth,1.5,4.33,6.0,1
229,Hamburger SV,FC Augsburg,1.91,3.5,4.0,2
230,Borussia Dortmund,SC Freiburg,1.36,4.75,8.5,0
231,TSG 1899 Hoffenheim,1. FSV Mainz 05,2.5,3.3,2.8,1
232,Eintracht Frankfurt,VfB Stuttgart,2.0,3.5,3.6,2
233,Borussia Mönchengladbach,Hannover 96,2.0,3.4,3.75,0
234,VfB Stuttgart,Borussia Dortmund,3.8,3.6,1.91,2
235,FC Schalke 04,TSG 1899 Hoffenheim,1.57,4.1,5.5,0
236,1. FSV Mainz 05,Werder Bremen,2.05,3.5,3.5,1
237,SC Freiburg,Borussia Mönchengladbach,2.0,3.4,3.75,0
238,Fortuna Düsseldorf,Bayer Leverkusen,4.33,3.6,1.8,2
239,Bayern München,Hamburger SV,1.3,5.5,9.0,0
240,FC Augsburg,Hannover 96,2.0,3.4,3.75,2
241,SpVgg Greuther Fürth,Eintracht Frankfurt,3.25,3.25,2.25,2
242,VfL Wolfsburg,1. FC Nürnberg,2.0,3.5,3.6,1
243,TSG 1899 Hoffenheim,Fortuna Düsseldorf,2.0,3.4,3.75,0
244,Werder Bremen,FC Schalke 04,2.6,3.4,2.6,2
245,Bayer Leverkusen,VfL Wolfsburg,1.5,4.33,6.0,1
246,Borussia Mönchengladbach,SpVgg Greuther Fürth,1.62,3.75,5.5,0
247,Eintracht Frankfurt,Bayern München,6.0,4.0,1.53,2
248,Borussia Dortmund,FC Augsburg,1.3,5.5,9.0,0
249,Hamburger SV,SC Freiburg,2.3,3.3,3.1,2
250,Hannover 96,VfB Stuttgart,2.3,3.3,3.1,1
251,1. FC Nürnberg,1. FSV Mainz 05,2.4,3.2,3.0,0
252,SC Freiburg,Hannover 96,1.7,3.6,5.0,0
253,VfL Wolfsburg,TSG 1899 Hoffenheim,2.2,3.3,3.3,1
254,1. FSV Mainz 05,Hamburger SV,2.05,3.4,3.6,2
255,FC Schalke 04,Bayer Leverkusen,2.25,3.4,3.1,1
256,Fortuna Düsseldorf,Werder Bremen,2.8,3.3,2.5,1
257,Bayern München,1. FC Nürnberg,1.22,6.0,13.0,0
258,SpVgg Greuther Fürth,Borussia Dortmund,7.5,4.75,1.4,2
259,FC Augsburg,Eintracht Frankfurt,2.38,3.25,3.0,0
260,VfB Stuttgart,Borussia Mönchengladbach,2.2,3.3,3.3,0
261,Borussia Mönchengladbach,FC Augsburg,2.3,3.2,3.1,0
262,Bayer Leverkusen,TSG 1899 Hoffenheim,1.44,4.5,6.5,0
263,Borussia Dortmund,1. FSV Mainz 05,1.44,4.5,6.5,0
264,Eintracht Frankfurt,FC Schalke 04,3.0,3.4,2.3,0
265,Hamburger SV,Fortuna Düsseldorf,1.83,3.5,4.33,0
266,Hannover 96,Bayern München,5.5,4.0,1.57,2
267,Werder Bremen,VfL Wolfsburg,2.0,3.6,3.5,2
268,VfB Stuttgart,SC Freiburg,2.3,3.4,3.0,0
269,1. FC Nürnberg,SpVgg Greuther Fürth,1.75,3.5,4.75,2
270,SpVgg Greuther Fürth,Hannover 96,2.3,3.4,3.0,2
271,FC Augsburg,VfB Stuttgart,2.25,3.25,3.25,0
272,Bayern München,SC Freiburg,1.22,6.0,12.0,0
273,Fortuna Düsseldorf,Borussia Dortmund,4.75,4.0,1.67,2
274,TSG 1899 Hoffenheim,1. FC Nürnberg,2.0,3.4,3.75,0
275,Bayer Leverkusen,Werder Bremen,1.4,4.75,7.0,0
276,VfL Wolfsburg,Borussia Mönchengladbach,2.1,3.4,3.4,0
277,1. FSV Mainz 05,Eintracht Frankfurt,2.05,3.4,3.5,1
278,FC Schalke 04,Hamburger SV,1.57,4.1,5.5,0
279,Borussia Mönchengladbach,FC Schalke 04,3.5,3.4,2.05,2
280,VfB Stuttgart,SpVgg Greuther Fürth,1.67,3.75,5.0,2
281,1. FC Nürnberg,Bayer Leverkusen,3.75,3.6,1.91,2
282,Borussia Dortmund,Bayern München,3.1,3.4,2.25,1
283,Eintracht Frankfurt,Fortuna Düsseldorf,1.8,3.5,4.5,0
284,Hannover 96,1. FSV Mainz 05,2.38,3.4,2.9,1
285,Werder Bremen,TSG 1899 Hoffenheim,2.1,3.6,3.2,1
286,Hamburger SV,VfL Wolfsburg,2.2,3.4,3.2,1
287,SC Freiburg,FC Augsburg,1.91,3.4,4.0,0
288,VfL Wolfsburg,Borussia Dortmund,4.0,3.6,1.85,1
289,1. FSV Mainz 05,Borussia Mönchengladbach,2.2,3.3,3.3,2
290,FC Schalke 04,VfB Stuttgart,1.36,4.75,8.5,2
291,Werder Bremen,Eintracht Frankfurt,2.2,3.6,3.0,1
292,Bayer Leverkusen,Hannover 96,1.3,5.5,9.0,0
293,Bayern München,FC Augsburg,1.2,6.5,13.0,0
294,SpVgg Greuther Fürth,SC Freiburg,4.5,3.75,1.75,2
295,Fortuna Düsseldorf,1. FC Nürnberg,1.85,3.5,4.2,2
296,TSG 1899 Hoffenheim,Hamburger SV,1.83,3.75,4.0,2
297,Borussia Mönchengladbach,Bayern München,7.0,4.33,1.44,2
298,VfB Stuttgart,1. FSV Mainz 05,2.05,3.6,3.3,1
299,FC Augsburg,SpVgg Greuther Fürth,1.5,4.33,6.0,0
300,Borussia Dortmund,TSG 1899 Hoffenheim,1.33,5.0,8.5,2
301,Eintracht Frankfurt,VfL Wolfsburg,2.0,3.6,3.5,1
302,SC Freiburg,FC Schalke 04,2.75,3.5,2.4,2
303,Hamburger SV,Bayer Leverkusen,3.0,4.0,2.1,2
304,Hannover 96,Fortuna Düsseldorf,2.3,3.6,2.8,0
305,1. FC Nürnberg,Werder Bremen,2.5,3.6,2.6,0
306,Bayern München,Borussia Mönchengladbach,1.13,8.5,19.0,0
307,TSG 1899 Hoffenheim,1. FC Nürnberg,2.1,3.3,3.5,1
308,Hertha BSC,Eintracht Frankfurt,2.2,3.4,3.2,0
309,Hannover 96,VfL Wolfsburg,2.6,3.4,2.6,0
310,Bayer Leverkusen,SC Freiburg,1.44,4.5,6.5,0
311,FC Augsburg,Borussia Dortmund,7.0,4.33,1.44,2
312,1. FSV Mainz 05,VfB Stuttgart,2.4,3.4,2.8,0
313,FC Schalke 04,Hamburger SV,1.44,4.33,7.0,1
314,Eintracht Frankfurt,Bayern München,10.0,5.25,1.29,2
315,SC Freiburg,1. FSV Mainz 05,2.25,3.4,3.1,2
316,Hamburger SV,TSG 1899 Hoffenheim,2.0,3.6,3.5,2
317,Borussia Mönchengladbach,Hannover 96,1.83,3.5,4.33,0
318,VfB Stuttgart,Bayer Leverkusen,3.5,3.25,2.1,2
319,Werder Bremen,FC Augsburg,1.91,3.5,4.0,0
320,VfL Wolfsburg,FC Schalke 04,2.88,3.3,2.4,0
321,1. FC Nürnberg,Hertha BSC,2.3,3.4,3.0,1
322,Borussia Dortmund,Werder Bremen,1.2,6.5,13.0,0
323,Bayern München,1. FC Nürnberg,1.1,9.0,26.0,0
324,Hannover 96,FC Schalke 04,2.63,3.4,2.6,0
325,Hertha BSC,Hamburger SV,1.91,3.6,3.8,0
326,TSG 1899 Hoffenheim,SC Freiburg,1.75,3.75,4.5,1
327,Bayer Leverkusen,Borussia Mönchengladbach,1.67,3.8,5.0,0
328,1. FSV Mainz 05,VfL Wolfsburg,2.63,3.4,2.6,0
329,FC Augsburg,VfB Stuttgart,2.3,3.4,3.0,0
330,SC Freiburg,Bayern München,13.0,5.5,1.25,1
331,Borussia Mönchengladbach,Werder Bremen,1.75,3.75,4.5,0
332,1. FC Nürnberg,FC Augsburg,2.5,3.3,2.8,2
333,FC Schalke 04,Bayer Leverkusen,3.2,3.5,2.15,0
334,VfL Wolfsburg,Hertha BSC,1.91,3.6,3.75,0
335,Hannover 96,1. FSV Mainz 05,2.4,3.5,2.75,0
336,Eintracht Frankfurt,Borussia Dortmund,6.0,4.33,1.5,2
337,VfB Stuttgart,TSG 1899 Hoffenheim,2.3,3.5,2.9,0
338,Hertha BSC,VfB Stuttgart,2.15,3.4,3.3,2
339,Werder Bremen,Eintracht Frankfurt,2.45,3.3,2.8,2
340,1. FSV Mainz 05,FC Schalke 04,2.6,3.4,2.6,2
341,Bayern München,Hannover 96,1.13,8.5,21.0,0
342,Borussia Dortmund,Hamburger SV,1.25,6.0,11.0,0
343,FC Augsburg,SC Freiburg,2.0,3.4,3.75,0
344,Bayer Leverkusen,VfL Wolfsburg,1.8,3.75,4.2,0
345,TSG 1899 Hoffenheim,Borussia Mönchengladbach,2.6,3.4,2.6,0
346,VfL Wolfsburg,TSG 1899 Hoffenheim,1.73,4.0,4.2,0
347,FC Schalke 04,Bayern München,5.5,4.33,1.53,2
348,Hannover 96,FC Augsburg,2.5,3.3,2.75,0
349,1. FSV Mainz 05,Bayer Leverkusen,3.5,3.5,2.05,2
350,1. FC Nürnberg,Borussia Dortmund,8.0,5.25,1.33,1
351,Hamburger SV,Werder Bremen,1.95,3.4,3.9,2
352,SC Freiburg,Hertha BSC,2.38,3.4,2.9,1
353,VfB Stuttgart,Eintracht Frankfurt,2.15,3.4,3.3,1
354,FC Augsburg,Borussia Mönchengladbach,2.5,3.25,2.8,1
355,Bayern München,VfL Wolfsburg,1.14,8.0,15.0,0
356,Borussia Dortmund,SC Freiburg,1.18,7.0,13.0,0
357,Eintracht Frankfurt,Hamburger SV,1.8,3.6,4.33,1
358,Hertha BSC,1. FSV Mainz 05,2.0,3.6,3.5,0
359,TSG 1899 Hoffenheim,FC Schalke 04,2.8,3.3,2.5,1
360,Bayer Leverkusen,Hannover 96,1.33,5.0,9.0,0
361,Werder Bremen,1. FC Nürnberg,2.05,3.5,3.4,1
362,Hannover 96,Hertha BSC,2.25,3.4,3.1,1
363,VfB Stuttgart,Werder Bremen,1.7,3.8,4.75,1
364,FC Schalke 04,FC Augsburg,1.73,3.8,4.5,0
365,1. FSV Mainz 05,TSG 1899 Hoffenheim,2.25,3.5,3.0,1
